364,176
402,155
429,147
448,152
463,158
466,158
463,157
461,154
459,156
463,164
429,274
428,339
515,311
527,333
527,347
524,348
505,333
438,330
436,277
406,263
378,204
418,130
416,91
414,90
414,95
403,104
386,121
364,155
334,187
201,336
198,336
216,345
277,216
299,182
324,156
353,119
374,74
377,84
